Domain,Subdomain,Keyword,wikipedia_link,secondary_wiki_link,tertiary_wiki_link,language_count,as,as_wiki_link,bn,bn_wiki_link,gu,gu_wiki_link,hi,hi_wiki_link,kn,kn_wiki_link,ml,ml_wiki_link,mr,mr_wiki_link,or,or_wiki_link,ta,ta_wiki_link,te,te_wiki_link
Geography,States,Rajasthan,https://en.wikipedia.org/wiki/Rajasthan,,,10,as,https://as.wikipedia.org/wiki/%E0%A7%B0%E0%A6%BE%E0%A6%9C%E0%A6%B8%E0%A7%8D%E0%A6%A5%E0%A6%BE%E0%A6%A8,bn,https://bn.wikipedia.org/wiki/%E0%A6%B0%E0%A6%BE%E0%A6%9C%E0%A6%B8%E0%A7%8D%E0%A6%A5%E0%A6%BE%E0%A6%A8,gu,https://gu.wikipedia.org/wiki/%E0%AA%B0%E0%AA%BE%E0%AA%9C%E0%AA%B8%E0%AB%8D%E0%AA%A5%E0%AA%BE%E0%AA%A8,hi,https://hi.wikipedia.org/wiki/%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%A8,kn,https://kn.wikipedia.org/wiki/%E0%B2%B0%E0%B2%BE%E0%B2%9C%E0%B2%B8%E0%B3%8D%E0%B2%A5%E0%B2%BE%E0%B2%A8,ml,https://ml.wikipedia.org/wiki/%E0%B4%B0%E0%B4%BE%E0%B4%9C%E0%B4%B8%E0%B5%8D%E0%B4%A5%E0%B4%BE%E0%B5%BB,mr,https://mr.wikipedia.org/wiki/%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%E0%A4%A8,or,https://or.wikipedia.org/wiki/%E0%AC%B0%E0%AC%BE%E0%AC%9C%E0%AC%B8%E0%AD%8D%E0%AC%A5%E0%AC%BE%E0%AC%A8,ta,https://ta.wikipedia.org/wiki/%E0%AE%87%E0%AE%B0%E0%AE%BE%E0%AE%9A%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BE%E0%AE%A9%E0%AF%8D,te,https://te.wikipedia.org/wiki/%E0%B0%B0%E0%B0%BE%E0%B0%9C%E0%B0%B8%E0%B1%8D%E0%B0%A5%E0%B0%BE%E0%B0%A8%E0%B1%8D
Geography,States,Sikkim,https://en.wikipedia.org/wiki/Sikkim,,,10,as,https://as.wikipedia.org/wiki/%E0%A6%9B%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%95%E0%A6%BF%E0%A6%AE,bn,https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A6%BF%E0%A6%95%E0%A6%BF%E0%A6%AE,gu,https://gu.wikipedia.org/wiki/%E0%AA%B8%E0%AA%BF%E0%AA%95%E0%AB%8D%E0%AA%95%E0%AA%BF%E0%AA%AE,hi,https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%BF%E0%A4%95%E0%A5%8D%E0%A4%95%E0%A4%BF%E0%A4%AE,kn,https://kn.wikipedia.org/wiki/%E0%B2%B8%E0%B2%BF%E0%B2%95%E0%B3%8D%E0%B2%95%E0%B2%BF%E0%B2%82,ml,https://ml.wikipedia.org/wiki/%E0%B4%B8%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%BF%E0%B4%82,mr,https://mr.wikipedia.org/wiki/%E0%A4%B8%E0%A4%BF%E0%A4%95%E0%A5%8D%E0%A4%95%E0%A5%80%E0%A4%AE,or,https://or.wikipedia.org/wiki/%E0%AC%B8%E0%AC%BF%E0%AC%95%E0%AC%BF%E0%AC%AE,ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%BF%E0%AE%AE%E0%AF%8D,te,https://te.wikipedia.org/wiki/%E0%B0%B8%E0%B0%BF%E0%B0%95%E0%B1%8D%E0%B0%95%E0%B0%BF%E0%B0%82
Geography,States,Tamil Nadu,https://en.wikipedia.org/wiki/Tamil_Nadu,,,10,as,https://as.wikipedia.org/wiki/%E0%A6%A4%E0%A6%BE%E0%A6%AE%E0%A6%BF%E0%A6%B2%E0%A6%A8%E0%A6%BE%E0%A6%A1%E0%A7%81,bn,https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A6%BE%E0%A6%AE%E0%A6%BF%E0%A6%B2%E0%A6%A8%E0%A6%BE%E0%A6%A1%E0%A6%BC%E0%A7%81,gu,https://gu.wikipedia.org/wiki/%E0%AA%A4%E0%AA%AE%E0%AA%BF%E0%AA%B2%E0%AA%A8%E0%AA%BE%E0%AA%A1%E0%AB%81,hi,https://hi.wikipedia.org/wiki/%E0%A4%A4%E0%A4%AE%E0%A4%BF%E0%A4%B2_%E0%A4%A8%E0%A4%BE%E0%A4%A1%E0%A5%81,kn,https://kn.wikipedia.org/wiki/%E0%B2%A4%E0%B2%AE%E0%B2%BF%E0%B2%B3%E0%B3%81%E0%B2%A8%E0%B2%BE%E0%B2%A1%E0%B3%81,ml,https://ml.wikipedia.org/wiki/%E0%B4%A4%E0%B4%AE%E0%B4%BF%E0%B4%B4%E0%B5%8D%E2%80%8C%E0%B4%A8%E0%B4%BE%E0%B4%9F%E0%B5%8D,mr,https://mr.wikipedia.org/wiki/%E0%A4%A4%E0%A4%AE%E0%A4%BF%E0%A4%B3%E0%A4%A8%E0%A4%BE%E0%A4%A1%E0%A5%82,or,https://or.wikipedia.org/wiki/%E0%AC%A4%E0%AC%BE%E0%AC%AE%E0%AC%BF%E0%AC%B2%E0%AC%A8%E0%AC%BE%E0%AC%A1%E0%AD%81,ta,https://ta.wikipedia.org/wiki/%E0%AE%A4%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AF%8D%E0%AE%A8%E0%AE%BE%E0%AE%9F%E0%AF%81,te,https://te.wikipedia.org/wiki/%E0%B0%A4%E0%B0%AE%E0%B0%BF%E0%B0%B3%E0%B0%A8%E0%B0%BE%E0%B0%A1%E0%B1%81
Geography,States,Telangana,https://en.wikipedia.org/wiki/Telangana,,,10,as,https://as.wikipedia.org/wiki/%E0%A6%A4%E0%A7%87%E0%A6%B2%E0%A6%82%E0%A6%97%E0%A6%BE%E0%A6%A8%E0%A6%BE,bn,https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A7%87%E0%A6%B2%E0%A7%87%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%BE%E0%A6%A8%E0%A6%BE,gu,https://gu.wikipedia.org/wiki/%E0%AA%A4%E0%AB%87%E0%AA%B2%E0%AA%82%E0%AA%97%E0%AA%BE%E0%AA%A3%E0%AA%BE,hi,https://hi.wikipedia.org/wiki/%E0%A4%A4%E0%A5%87%E0%A4%B2%E0%A4%82%E0%A4%97%E0%A4%BE%E0%A4%A8%E0%A4%BE,kn,https://kn.wikipedia.org/wiki/%E0%B2%A4%E0%B3%86%E0%B2%B2%E0%B2%82%E0%B2%97%E0%B2%BE%E0%B2%A3,ml,https://ml.wikipedia.org/wiki/%E0%B4%A4%E0%B5%86%E0%B4%B2%E0%B4%82%E0%B4%97%E0%B4%BE%E0%B4%A3,mr,https://mr.wikipedia.org/wiki/%E0%A4%A4%E0%A5%87%E0%A4%B2%E0%A4%82%E0%A4%97%E0%A4%A3%E0%A4%BE,or,https://or.wikipedia.org/wiki/%E0%AC%A4%E0%AD%87%E0%AC%B2%E0%AD%87%E0%AC%99%E0%AD%8D%E0%AC%97%E0%AC%BE%E0%AC%A8%E0%AC%BE,ta,https://ta.wikipedia.org/wiki/%E0%AE%A4%E0%AF%86%E0%AE%B2%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AE%BE%E0%AE%A3%E0%AE%BE,te,https://te.wikipedia.org/wiki/%E0%B0%A4%E0%B1%86%E0%B0%B2%E0%B0%82%E0%B0%97%E0%B0%BE%E0%B0%A3
Geography,States,Tripura,https://en.wikipedia.org/wiki/Tripura,,,10,as,https://as.wikipedia.org/wiki/%E0%A6%A4%E0%A7%8D%E0%A7%B0%E0%A6%BF%E0%A6%AA%E0%A7%81%E0%A7%B0%E0%A6%BE,bn,https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A6%BF%E0%A6%AA%E0%A7%81%E0%A6%B0%E0%A6%BE,gu,https://gu.wikipedia.org/wiki/%E0%AA%A4%E0%AB%8D%E0%AA%B0%E0%AA%BF%E0%AA%AA%E0%AB%81%E0%AA%B0%E0%AA%BE,hi,https://hi.wikipedia.org/wiki/%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A4%BE,kn,https://kn.wikipedia.org/wiki/%E0%B2%A4%E0%B3%8D%E0%B2%B0%E0%B2%BF%E0%B2%AA%E0%B3%81%E0%B2%B0,ml,https://ml.wikipedia.org/wiki/%E0%B4%A4%E0%B5%8D%E0%B4%B0%E0%B4%BF%E0%B4%AA%E0%B5%81%E0%B4%B0,mr,https://mr.wikipedia.org/wiki/%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A4%BE,or,https://or.wikipedia.org/wiki/%E0%AC%A4%E0%AD%8D%E0%AC%B0%E0%AC%BF%E0%AC%AA%E0%AD%81%E0%AC%B0%E0%AC%BE,ta,https://ta.wikipedia.org/wiki/%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AE%BF%E0%AE%AA%E0%AF%81%E0%AE%B0%E0%AE%BE,te,https://te.wikipedia.org/wiki/%E0%B0%A4%E0%B1%8D%E0%B0%B0%E0%B0%BF%E0%B0%AA%E0%B1%81%E0%B0%B0
Geography,States,Uttar Pradesh,https://en.wikipedia.org/wiki/Uttar_Pradesh,,,10,as,https://as.wikipedia.org/wiki/%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A7%B0_%E0%A6%AA%E0%A7%8D%E0%A7%B0%E0%A6%A6%E0%A7%87%E0%A6%B6,bn,https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%B0%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A6%E0%A7%87%E0%A6%B6,gu,https://gu.wikipedia.org/wiki/%E0%AA%89%E0%AA%A4%E0%AB%8D%E0%AA%A4%E0%AA%B0_%E0%AA%AA%E0%AB%8D%E0%AA%B0%E0%AA%A6%E0%AB%87%E0%AA%B6,hi,https://hi.wikipedia.org/wiki/%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A5%87%E0%A4%B6,kn,https://kn.wikipedia.org/wiki/%E0%B2%89%E0%B2%A4%E0%B3%8D%E0%B2%A4%E0%B2%B0_%E0%B2%AA%E0%B3%8D%E0%B2%B0%E0%B2%A6%E0%B3%87%E0%B2%B6,ml,https://ml.wikipedia.org/wiki/%E0%B4%89%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%BC%E2%80%8C%E0%B4%AA%E0%B5%8D%E0%B4%B0%E0%B4%A6%E0%B5%87%E0%B4%B6%E0%B5%8D,mr,https://mr.wikipedia.org/wiki/%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A5%87%E0%A4%B6,or,https://or.wikipedia.org/wiki/%E0%AC%89%E0%AC%A4%E0%AD%8D%E0%AC%A4%E0%AC%B0_%E0%AC%AA%E0%AD%8D%E0%AC%B0%E0%AC%A6%E0%AD%87%E0%AC%B6,ta,https://ta.wikipedia.org/wiki/%E0%AE%89%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%B0%E0%AE%AA%E0%AF%8D_%E0%AE%AA%E0%AE%BF%E0%AE%B0%E0%AE%A4%E0%AF%87%E0%AE%9A%E0%AE%AE%E0%AF%8D,te,https://te.wikipedia.org/wiki/%E0%B0%89%E0%B0%A4%E0%B1%8D%E0%B0%A4%E0%B0%B0_%E0%B0%AA%E0%B1%8D%E0%B0%B0%E0%B0%A6%E0%B1%87%E0%B0%B6%E0%B1%8D
Geography,States,Uttarakhand,https://en.wikipedia.org/wiki/Uttarakhand,,,10,as,https://as.wikipedia.org/wiki/%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A7%B0%E0%A6%BE%E0%A6%96%E0%A6%A3%E0%A7%8D%E0%A6%A1,bn,https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%B0%E0%A6%BE%E0%A6%96%E0%A6%A3%E0%A7%8D%E0%A6%A1,gu,https://gu.wikipedia.org/wiki/%E0%AA%89%E0%AA%A4%E0%AB%8D%E0%AA%A4%E0%AA%B0%E0%AA%BE%E0%AA%96%E0%AA%82%E0%AA%A1,hi,https://hi.wikipedia.org/wiki/%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%BE%E0%A4%96%E0%A4%A3%E0%A5%8D%E0%A4%A1,kn,https://kn.wikipedia.org/wiki/%E0%B2%89%E0%B2%A4%E0%B3%8D%E0%B2%A4%E0%B2%B0%E0%B2%BE%E0%B2%96%E0%B2%82%E0%B2%A1,ml,https://ml.wikipedia.org/wiki/%E0%B4%89%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B4%B0%E0%B4%BE%E0%B4%96%E0%B4%A3%E0%B5%8D%E0%B4%A1%E0%B5%8D,mr,https://mr.wikipedia.org/wiki/%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0%E0%A4%BE%E0%A4%96%E0%A4%82%E0%A4%A1,or,https://or.wikipedia.org/wiki/%E0%AC%89%E0%AC%A4%E0%AD%8D%E0%AC%A4%E0%AC%B0%E0%AC%BE%E0%AC%96%E0%AC%A3%E0%AD%8D%E0%AC%A1,ta,https://ta.wikipedia.org/wiki/%E0%AE%89%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%B0%E0%AE%BE%E0%AE%95%E0%AE%A3%E0%AF%8D%E0%AE%9F%E0%AE%AE%E0%AF%8D,te,https://te.wikipedia.org/wiki/%E0%B0%89%E0%B0%A4%E0%B1%8D%E0%B0%A4%E0%B0%B0%E0%B0%BE%E0%B0%96%E0%B0%82%E0%B0%A1%E0%B1%8D
Geography,States,West Bengal,https://en.wikipedia.org/wiki/West_Bengal,,,10,as,https://as.wikipedia.org/wiki/%E0%A6%AA%E0%A6%B6%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%AE%E0%A6%AC%E0%A6%82%E0%A6%97,bn,https://bn.wikipedia.org/wiki/%E0%A6%AA%E0%A6%B6%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%AE%E0%A6%AC%E0%A6%99%E0%A7%8D%E0%A6%97,gu,https://gu.wikipedia.org/wiki/%E0%AA%AA%E0%AA%B6%E0%AB%8D%E0%AA%9A%E0%AA%BF%E0%AA%AE_%E0%AA%AC%E0%AA%82%E0%AA%97%E0%AA%BE%E0%AA%B3,hi,https://hi.wikipedia.org/wiki/%E0%A4%AA%E0%A4%B6%E0%A5%8D%E0%A4%9A%E0%A4%BF%E0%A4%AE_%E0%A4%AC%E0%A4%82%E0%A4%97%E0%A4%BE%E0%A4%B2,kn,https://kn.wikipedia.org/wiki/%E0%B2%AA%E0%B2%B6%E0%B3%8D%E0%B2%9A%E0%B2%BF%E0%B2%AE_%E0%B2%AC%E0%B2%82%E0%B2%97%E0%B2%BE%E0%B2%B3,ml,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B4%B6%E0%B5%8D%E0%B4%9A%E0%B4%BF%E0%B4%AE_%E0%B4%AC%E0%B4%82%E0%B4%97%E0%B4%BE%E0%B5%BE,mr,https://mr.wikipedia.org/wiki/%E0%A4%AA%E0%A4%B6%E0%A5%8D%E0%A4%9A%E0%A4%BF%E0%A4%AE_%E0%A4%AC%E0%A4%82%E0%A4%97%E0%A4%BE%E0%A4%B2,or,https://or.wikipedia.org/wiki/%E0%AC%AA%E0%AC%B6%E0%AD%8D%E0%AC%9A%E0%AC%BF%E0%AC%AE_%E0%AC%AC%E0%AC%99%E0%AD%8D%E0%AC%97,ta,https://ta.wikipedia.org/wiki/%E0%AE%AE%E0%AF%87%E0%AE%B1%E0%AF%8D%E0%AE%95%E0%AF%81_%E0%AE%B5%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AE%BE%E0%AE%B3%E0%AE%AE%E0%AF%8D,te,https://te.wikipedia.org/wiki/%E0%B0%AA%E0%B0%B6%E0%B1%8D%E0%B0%9A%E0%B0%BF%E0%B0%AE_%E0%B0%AC%E0%B1%86%E0%B0%82%E0%B0%97%E0%B0%BE%E0%B0%B2%E0%B1%8D
Geography,Union Territories,Delhi,https://en.wikipedia.org/wiki/Delhi,,,10,as,https://as.wikipedia.org/wiki/%E0%A6%A6%E0%A6%BF%E0%A6%B2%E0%A7%8D%E0%A6%B2%E0%A7%80,bn,https://bn.wikipedia.org/wiki/%E0%A6%A6%E0%A6%BF%E0%A6%B2%E0%A7%8D%E0%A6%B2%E0%A6%BF,gu,https://gu.wikipedia.org/wiki/%E0%AA%A6%E0%AA%BF%E0%AA%B2%E0%AB%8D%E0%AA%B9%E0%AB%80,hi,https://hi.wikipedia.org/wiki/%E0%A4%A6%E0%A4%BF%E0%A4%B2%E0%A5%8D%E0%A4%B2%E0%A5%80,kn,https://kn.wikipedia.org/wiki/%E0%B2%A6%E0%B3%86%E0%B2%B9%E0%B2%B2%E0%B2%BF,ml,https://ml.wikipedia.org/wiki/%E0%B4%A1%E0%B5%86%E0%B5%BD%E0%B4%B9%E0%B4%BF,mr,https://mr.wikipedia.org/wiki/%E0%A4%A6%E0%A4%BF%E0%A4%B2%E0%A5%8D%E0%A4%B2%E0%A5%80,or,https://or.wikipedia.org/wiki/%E0%AC%A6%E0%AC%BF%E0%AC%B2%E0%AD%8D%E0%AC%B2%E0%AD%80,ta,https://ta.wikipedia.org/wiki/%E0%AE%A4%E0%AE%BF%E0%AE%B2%E0%AF%8D%E0%AE%B2%E0%AE%BF,te,https://te.wikipedia.org/wiki/%E0%B0%A2%E0%B0%BF%E0%B0%B2%E0%B1%8D%E0%B0%B2%E0%B1%80
Geography,Union Territories,Chandigarh,https://en.wikipedia.org/wiki/Chandigarh,,,10,as,https://as.wikipedia.org/wiki/%E0%A6%9A%E0%A6%A3%E0%A7%8D%E0%A6%A1%E0%A7%80%E0%A6%97%E0%A6%A1%E0%A6%BC,bn,https://bn.wikipedia.org/wiki/%E0%A6%9A%E0%A6%A3%E0%A7%8D%E0%A6%A1%E0%A7%80%E0%A6%97%E0%A6%A1%E0%A6%BC,gu,https://gu.wikipedia.org/wiki/%E0%AA%9A%E0%AA%82%E0%AA%A1%E0%AB%80%E0%AA%97%E0%AA%A2,hi,https://hi.wikipedia.org/wiki/%E0%A4%9A%E0%A4%A3%E0%A5%8D%E0%A4%A1%E0%A5%80%E0%A4%97%E0%A4%A2%E0%A4%BC,kn,https://kn.wikipedia.org/wiki/%E0%B2%9A%E0%B2%82%E0%B2%A1%E0%B3%80%E0%B2%97%E0%B2%A1,ml,https://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B4%A3%E0%B5%8D%E0%B4%A1%E0%B5%80%E0%B4%97%E0%B4%A2%E0%B5%8D,mr,https://mr.wikipedia.org/wiki/%E0%A4%9A%E0%A4%82%E0%A4%A6%E0%A4%BF%E0%A4%97%E0%A4%A2,or,https://or.wikipedia.org/wiki/%E0%AC%9A%E0%AC%A3%E0%AD%8D%E0%AC%A1%E0%AD%80%E0%AC%97%E0%AC%A1%E0%AC%BC,ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AE%A3%E0%AF%8D%E0%AE%9F%E0%AE%BF%E0%AE%95%E0%AE%B0%E0%AF%8D,te,https://te.wikipedia.org/wiki/%E0%B0%9A%E0%B0%82%E0%B0%A1%E0%B1%80%E0%B0%97%E0%B0%A2%E0%B1%8D
Geography,Union Territories,Ladakh,https://en.wikipedia.org/wiki/Ladakh,,,10,as,https://as.wikipedia.org/wiki/%E0%A6%B2%E0%A6%BE%E0%A6%A1%E0%A6%BE%E0%A6%96,bn,https://bn.wikipedia.org/wiki/%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A6%BE%E0%A6%96,gu,https://gu.wikipedia.org/wiki/%E0%AA%B2%E0%AA%A6%E0%AB%8D%E0%AA%A6%E0%AA%BE%E0%AA%96,hi,https://hi.wikipedia.org/wiki/%E0%A4%B2%E0%A4%A6%E0%A5%8D%E0%A4%A6%E0%A4%BE%E0%A4%96%E0%A4%BC,kn,https://kn.wikipedia.org/wiki/%E0%B2%B2%E0%B2%A1%E0%B2%BE%E0%B2%96%E0%B3%8D,ml,https://ml.wikipedia.org/wiki/%E0%B4%B2%E0%B4%A1%E0%B4%BE%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B5%8D,mr,https://mr.wikipedia.org/wiki/%E0%A4%B2%E0%A4%A1%E0%A4%BE%E0%A4%96,or,https://or.wikipedia.org/wiki/%E0%AC%B2%E0%AC%A6%E0%AC%BE%E0%AC%96,ta,https://ta.wikipedia.org/wiki/%E0%AE%87%E0%AE%B2%E0%AE%9F%E0%AE%BE%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81,te,https://te.wikipedia.org/wiki/%E0%B0%B2%E0%B0%A1%E0%B0%96%E0%B1%8D
Geography,Union Territories,Puducherry,https://en.wikipedia.org/wiki/Puducherry_(union_territory),https://en.wikipedia.org/wiki/Pondicherry,https://en.wikipedia.org/wiki/Puducherry_district,10,as,https://as.wikipedia.org/wiki/%E0%A6%AA%E0%A7%81%E0%A6%A1%E0%A7%81%E0%A6%9B%E0%A7%87%E0%A7%B0%E0%A7%80,bn,https://bn.wikipedia.org/wiki/%E0%A6%AA%E0%A7%81%E0%A6%A6%E0%A7%81%E0%A6%9A%E0%A7%87%E0%A6%B0%E0%A6%BF_(%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A6%B6%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%A4_%E0%A6%85%E0%A6%9E%E0%A7%8D%E0%A6%9A%E0%A6%B2),gu,https://gu.wikipedia.org/wiki/%E0%AA%AA%E0%AB%81%E0%AA%A1%E0%AB%81%E0%AA%9A%E0%AB%87%E0%AA%B0%E0%AB%80,hi,https://hi.wikipedia.org/wiki/%E0%A4%AA%E0%A5%81%E0%A4%A6%E0%A5%81%E0%A4%9A%E0%A5%8D%E0%A4%9A%E0%A5%87%E0%A4%B0%E0%A5%80_(%E0%A4%95%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%8D%E0%A4%B0-%E0%A4%B6%E0%A4%BE%E0%A4%B8%E0%A4%BF%E0%A4%A4_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A5%87%E0%A4%B6),kn,https://kn.wikipedia.org/wiki/%E0%B2%AA%E0%B3%81%E0%B2%A6%E0%B3%81%E0%B2%9A%E0%B3%87%E0%B2%B0%E0%B2%BF,ml,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B5%81%E0%B4%A4%E0%B5%81%E0%B4%9A%E0%B5%8D%E0%B4%9A%E0%B5%87%E0%B4%B0%E0%B4%BF,mr,https://mr.wikipedia.org/wiki/%E0%A4%AA%E0%A5%81%E0%A4%A1%E0%A5%81%E0%A4%9A%E0%A5%87%E0%A4%B0%E0%A5%80_(%E0%A4%95%E0%A5%87%E0%A4%82%E0%A4%A6%E0%A5%8D%E0%A4%B0%E0%A4%B6%E0%A4%BE%E0%A4%B8%E0%A4%BF%E0%A4%A4_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A6%E0%A5%87%E0%A4%B6),or,https://or.wikipedia.org/wiki/%E0%AC%AA%E0%AD%81%E0%AC%A1%E0%AD%81%E0%AC%9A%E0%AD%87%E0%AC%B0%E0%AD%80,ta,https://ta.wikipedia.org/wiki/%E0%AE%AA%E0%AF%81%E0%AE%A4%E0%AF%81%E0%AE%9A%E0%AF%8D%E0%AE%9A%E0%AF%87%E0%AE%B0%E0%AE%BF,te,https://te.wikipedia.org/wiki/%E0%B0%AA%E0%B1%81%E0%B0%A6%E0%B1%81%E0%B0%9A%E0%B1%8D%E0%B0%9A%E0%B1%87%E0%B0%B0%E0%B0%BF
Geography,Union Territories,Andaman,https://en.wikipedia.org/wiki/Andaman_Islands,"https://en.wikipedia.org/wiki/Andaman_Island,_Penang",https://en.wikipedia.org/wiki/Andaman_Sea,6,as,,bn,https://bn.wikipedia.org/wiki/%E0%A6%86%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A6%BE%E0%A6%AE%E0%A6%BE%E0%A6%A8_%E0%A6%A6%E0%A7%8D%E0%A6%AC%E0%A7%80%E0%A6%AA%E0%A6%AA%E0%A7%81%E0%A6%9E%E0%A7%8D%E0%A6%9C,gu,,hi,https://hi.wikipedia.org/wiki/%E0%A4%85%E0%A4%A3%E0%A5%8D%E0%A4%A1%E0%A4%AE%E0%A4%BE%E0%A4%A8,kn,https://kn.wikipedia.org/wiki/%E0%B2%85%E0%B2%82%E0%B2%A1%E0%B2%AE%E0%B2%BE%E0%B2%A8%E0%B3%8D_%E0%B2%A6%E0%B3%8D%E0%B2%B5%E0%B3%80%E0%B2%AA%E0%B2%97%E0%B2%B3%E0%B3%81,ml,https://ml.wikipedia.org/wiki/%E0%B4%86%E0%B4%A8%E0%B5%8D%E0%B4%A4%E0%B4%AE%E0%B4%BE%E0%B5%BB_%E0%B4%A6%E0%B5%8D%E0%B4%B5%E0%B5%80%E0%B4%AA%E0%B5%81%E0%B4%95%E0%B5%BE,mr,,or,,ta,https://ta.wikipedia.org/wiki/%E0%AE%85%E0%AE%A8%E0%AF%8D%E0%AE%A4%E0%AE%AE%E0%AE%BE%E0%AE%A9%E0%AF%8D_%E0%AE%A4%E0%AF%80%E0%AE%B5%E0%AF%81%E0%AE%95%E0%AE%B3%E0%AF%8D,te,https://te.wikipedia.org/wiki/%E0%B0%85%E0%B0%82%E0%B0%A1%E0%B0%AE%E0%B0%BE%E0%B0%A8%E0%B1%8D_%E0%B0%A6%E0%B1%80%E0%B0%B5%E0%B1%81%E0%B0%B2%E0%B1%81
